,iris_img_path,class_index
0,04560d631_normalized_img.png,0
1,04560d634_normalized_img.png,0
2,04560d635_normalized_img.png,0
3,04560d636_normalized_img.png,0
4,04560d637_normalized_img.png,0
5,04560d638_normalized_img.png,0
6,04560d639_normalized_img.png,0
7,04560d640_normalized_img.png,0
8,04560d641_normalized_img.png,0
9,04560d646_normalized_img.png,0
10,04560d648_normalized_img.png,0
11,04560d649_normalized_img.png,0
12,04560d651_normalized_img.png,0
13,04560d652_normalized_img.png,0
14,04560d653_normalized_img.png,0
15,04569d510_normalized_img.png,1
16,04569d511_normalized_img.png,1
17,04569d512_normalized_img.png,1
18,04569d513_normalized_img.png,1
19,04569d514_normalized_img.png,1
20,04569d515_normalized_img.png,1
21,04569d516_normalized_img.png,1
22,04569d517_normalized_img.png,1
23,04569d518_normalized_img.png,1
24,04569d519_normalized_img.png,1
25,04569d520_normalized_img.png,1
26,04569d521_normalized_img.png,1
27,04569d523_normalized_img.png,1
28,04569d524_normalized_img.png,1
29,04569d525_normalized_img.png,1
30,04569d526_normalized_img.png,1
31,04569d527_normalized_img.png,1
32,04569d528_normalized_img.png,1
33,04569d529_normalized_img.png,1
34,04569d530_normalized_img.png,1
35,04569d531_normalized_img.png,1
36,04569d532_normalized_img.png,1
37,04569d533_normalized_img.png,1
38,04569d534_normalized_img.png,1
39,04512d1061_normalized_img.png,2
40,04512d1062_normalized_img.png,2
41,04512d1063_normalized_img.png,2
42,04512d1064_normalized_img.png,2
43,04512d1066_normalized_img.png,2
44,04512d1067_normalized_img.png,2
45,04512d1068_normalized_img.png,2
46,04512d1069_normalized_img.png,2
47,04512d1070_normalized_img.png,2
48,04512d1071_normalized_img.png,2
49,04512d1072_normalized_img.png,2
50,04512d1073_normalized_img.png,2
51,04512d1074_normalized_img.png,2
52,04512d1075_normalized_img.png,2
53,04512d1077_normalized_img.png,2
54,04512d1078_normalized_img.png,2
55,04512d1080_normalized_img.png,2
56,04512d1081_normalized_img.png,2
57,04512d1083_normalized_img.png,2
58,04512d1084_normalized_img.png,2
59,04512d1085_normalized_img.png,2
60,04641d255_normalized_img.png,3
61,04641d256_normalized_img.png,3
62,04641d257_normalized_img.png,3
63,04641d258_normalized_img.png,3
64,04641d260_normalized_img.png,3
65,04641d262_normalized_img.png,3
66,04641d263_normalized_img.png,3
67,04641d264_normalized_img.png,3
68,04641d265_normalized_img.png,3
69,04641d266_normalized_img.png,3
70,04641d267_normalized_img.png,3
71,04641d268_normalized_img.png,3
72,04641d269_normalized_img.png,3
73,04641d270_normalized_img.png,3
74,04641d271_normalized_img.png,3
75,04641d272_normalized_img.png,3
76,04641d273_normalized_img.png,3
77,04641d274_normalized_img.png,3
78,04641d275_normalized_img.png,3
79,04641d276_normalized_img.png,3
80,04641d277_normalized_img.png,3
81,04641d278_normalized_img.png,3
82,04641d279_normalized_img.png,3
83,04395d275_normalized_img.png,4
84,04395d276_normalized_img.png,4
85,04395d277_normalized_img.png,4
86,04395d278_normalized_img.png,4
87,04395d279_normalized_img.png,4
88,04395d280_normalized_img.png,4
89,04395d283_normalized_img.png,4
90,04395d284_normalized_img.png,4
91,04395d285_normalized_img.png,4
92,04395d287_normalized_img.png,4
93,04395d288_normalized_img.png,4
94,04395d289_normalized_img.png,4
95,04395d290_normalized_img.png,4
96,04395d291_normalized_img.png,4
97,04395d292_normalized_img.png,4
98,04395d293_normalized_img.png,4
99,04395d295_normalized_img.png,4
100,04395d297_normalized_img.png,4
101,04395d298_normalized_img.png,4
102,04395d299_normalized_img.png,4
103,04395d300_normalized_img.png,4
104,04394d1000_normalized_img.png,5
105,04394d1001_normalized_img.png,5
106,04394d1002_normalized_img.png,5
107,04394d1003_normalized_img.png,5
108,04394d1005_normalized_img.png,5
109,04394d1006_normalized_img.png,5
110,04394d1007_normalized_img.png,5
111,04394d1009_normalized_img.png,5
112,04394d1011_normalized_img.png,5
113,04394d1012_normalized_img.png,5
114,04394d1013_normalized_img.png,5
115,04394d1014_normalized_img.png,5
116,04394d1015_normalized_img.png,5
117,04394d1016_normalized_img.png,5
118,04394d1017_normalized_img.png,5
119,04394d1018_normalized_img.png,5
120,04394d1020_normalized_img.png,5
121,04394d1021_normalized_img.png,5
122,04394d1022_normalized_img.png,5
123,04394d1023_normalized_img.png,5
124,04394d1024_normalized_img.png,5
125,04397d1000_normalized_img.png,6
126,04397d1001_normalized_img.png,6
127,04397d1002_normalized_img.png,6
128,04397d1003_normalized_img.png,6
129,04397d1004_normalized_img.png,6
130,04397d1005_normalized_img.png,6
131,04397d1006_normalized_img.png,6
132,04397d1008_normalized_img.png,6
133,04397d1009_normalized_img.png,6
134,04397d1010_normalized_img.png,6
135,04397d1011_normalized_img.png,6
136,04397d1013_normalized_img.png,6
137,04397d1014_normalized_img.png,6
138,04397d1015_normalized_img.png,6
139,04397d1016_normalized_img.png,6
140,04397d1017_normalized_img.png,6
141,04397d1019_normalized_img.png,6
142,04397d1020_normalized_img.png,6
143,04397d1022_normalized_img.png,6
144,04397d1023_normalized_img.png,6
145,04397d1024_normalized_img.png,6
146,04644d270_normalized_img.png,7
147,04644d272_normalized_img.png,7
148,04644d273_normalized_img.png,7
149,04644d274_normalized_img.png,7
150,04644d275_normalized_img.png,7
151,04644d276_normalized_img.png,7
152,04644d279_normalized_img.png,7
153,04644d280_normalized_img.png,7
154,04644d281_normalized_img.png,7
155,04644d283_normalized_img.png,7
156,04644d287_normalized_img.png,7
157,04644d308_normalized_img.png,7
158,04644d309_normalized_img.png,7
159,04644d311_normalized_img.png,7
160,04644d312_normalized_img.png,7
161,04644d313_normalized_img.png,7
162,04644d314_normalized_img.png,7
163,04644d315_normalized_img.png,7
164,04644d316_normalized_img.png,7
165,04858d008_normalized_img.png,8
166,04858d009_normalized_img.png,8
167,04858d010_normalized_img.png,8
168,04858d012_normalized_img.png,8
169,04858d013_normalized_img.png,8
170,04859d133_normalized_img.png,9
171,04859d134_normalized_img.png,9
172,04859d135_normalized_img.png,9
173,04859d136_normalized_img.png,9
174,04859d137_normalized_img.png,9
175,04859d138_normalized_img.png,9
176,04859d139_normalized_img.png,9
177,04859d140_normalized_img.png,9
178,04859d141_normalized_img.png,9
179,04859d142_normalized_img.png,9
180,04859d143_normalized_img.png,9
181,04859d145_normalized_img.png,9
182,04859d146_normalized_img.png,9
183,04859d147_normalized_img.png,9
184,04859d148_normalized_img.png,9
185,04859d149_normalized_img.png,9
186,04859d150_normalized_img.png,9
187,04859d151_normalized_img.png,9
188,04859d152_normalized_img.png,9
189,04859d153_normalized_img.png,9
190,04859d154_normalized_img.png,9
191,04859d155_normalized_img.png,9
192,04859d191_normalized_img.png,9
193,04859d192_normalized_img.png,9
194,04856d108_normalized_img.png,10
195,04856d110_normalized_img.png,10
196,04856d111_normalized_img.png,10
197,04856d112_normalized_img.png,10
198,04856d113_normalized_img.png,10
199,04856d114_normalized_img.png,10
200,04856d115_normalized_img.png,10
201,04856d117_normalized_img.png,10
202,04856d119_normalized_img.png,10
203,04856d120_normalized_img.png,10
204,04856d121_normalized_img.png,10
205,04856d123_normalized_img.png,10
206,04856d124_normalized_img.png,10
207,04856d125_normalized_img.png,10
208,04856d135_normalized_img.png,10
209,04856d137_normalized_img.png,10
210,04856d138_normalized_img.png,10
211,04856d139_normalized_img.png,10
212,04857d136_normalized_img.png,11
213,04857d137_normalized_img.png,11
214,04857d139_normalized_img.png,11
215,04857d140_normalized_img.png,11
216,04857d141_normalized_img.png,11
217,04857d142_normalized_img.png,11
218,04857d185_normalized_img.png,11
219,04857d186_normalized_img.png,11
220,04857d187_normalized_img.png,11
221,04857d188_normalized_img.png,11
222,04857d189_normalized_img.png,11
223,04857d190_normalized_img.png,11
224,04857d191_normalized_img.png,11
225,04857d193_normalized_img.png,11
226,04857d194_normalized_img.png,11
227,04857d195_normalized_img.png,11
228,04857d196_normalized_img.png,11
229,04857d197_normalized_img.png,11
230,04857d198_normalized_img.png,11
231,04857d199_normalized_img.png,11
232,04857d200_normalized_img.png,11
233,04857d201_normalized_img.png,11
234,04854d278_normalized_img.png,12
235,04854d281_normalized_img.png,12
236,04854d282_normalized_img.png,12
237,04854d283_normalized_img.png,12
238,04854d284_normalized_img.png,12
239,04854d286_normalized_img.png,12
240,04854d288_normalized_img.png,12
241,04854d289_normalized_img.png,12
242,04854d290_normalized_img.png,12
243,04854d291_normalized_img.png,12
244,04854d292_normalized_img.png,12
245,04854d293_normalized_img.png,12
246,04854d294_normalized_img.png,12
247,04854d295_normalized_img.png,12
248,04854d296_normalized_img.png,12
249,04854d297_normalized_img.png,12
250,04854d298_normalized_img.png,12
251,04854d299_normalized_img.png,12
252,04854d300_normalized_img.png,12
253,04854d301_normalized_img.png,12
254,04854d302_normalized_img.png,12
255,04855d100_normalized_img.png,13
256,04855d101_normalized_img.png,13
257,04855d102_normalized_img.png,13
258,04855d103_normalized_img.png,13
259,04855d104_normalized_img.png,13
260,04855d105_normalized_img.png,13
261,04855d106_normalized_img.png,13
262,04855d108_normalized_img.png,13
263,04855d109_normalized_img.png,13
264,04855d110_normalized_img.png,13
265,04855d112_normalized_img.png,13
266,04855d113_normalized_img.png,13
267,04855d114_normalized_img.png,13
268,04855d128_normalized_img.png,13
269,04855d129_normalized_img.png,13
270,04855d130_normalized_img.png,13
271,04855d131_normalized_img.png,13
272,04855d132_normalized_img.png,13
273,04855d133_normalized_img.png,13
274,04855d135_normalized_img.png,13
275,04855d137_normalized_img.png,13
276,04853d320_normalized_img.png,14
277,04853d325_normalized_img.png,14
278,04853d326_normalized_img.png,14
279,04853d327_normalized_img.png,14
280,04853d328_normalized_img.png,14
281,04853d329_normalized_img.png,14
282,04853d330_normalized_img.png,14
283,04853d331_normalized_img.png,14
284,04853d333_normalized_img.png,14
285,04853d334_normalized_img.png,14
286,04853d335_normalized_img.png,14
287,04853d336_normalized_img.png,14
288,04853d337_normalized_img.png,14
289,04853d407_normalized_img.png,14
290,04853d408_normalized_img.png,14
291,04853d410_normalized_img.png,14
292,04853d411_normalized_img.png,14
293,04853d412_normalized_img.png,14
294,04853d413_normalized_img.png,14
295,04850d196_normalized_img.png,15
296,04850d198_normalized_img.png,15
297,04850d199_normalized_img.png,15
298,04850d200_normalized_img.png,15
299,04850d201_normalized_img.png,15
300,04850d203_normalized_img.png,15
301,04850d204_normalized_img.png,15
302,04850d205_normalized_img.png,15
303,04850d206_normalized_img.png,15
304,04850d207_normalized_img.png,15
305,04850d208_normalized_img.png,15
306,04850d265_normalized_img.png,15
307,04850d266_normalized_img.png,15
308,04850d267_normalized_img.png,15
309,04850d268_normalized_img.png,15
310,04850d269_normalized_img.png,15
311,04850d270_normalized_img.png,15
312,04850d271_normalized_img.png,15
313,04850d272_normalized_img.png,15
314,04850d273_normalized_img.png,15
315,04850d274_normalized_img.png,15
316,04850d276_normalized_img.png,15
317,04851d1000_normalized_img.png,16
318,04851d1001_normalized_img.png,16
319,04851d1002_normalized_img.png,16
320,04851d1003_normalized_img.png,16
321,04851d1004_normalized_img.png,16
322,04851d1005_normalized_img.png,16
323,04851d1006_normalized_img.png,16
324,04851d1007_normalized_img.png,16
325,04851d1008_normalized_img.png,16
326,04851d1009_normalized_img.png,16
327,04851d1010_normalized_img.png,16
328,04851d1012_normalized_img.png,16
329,04851d1013_normalized_img.png,16
330,04851d1015_normalized_img.png,16
331,04851d1016_normalized_img.png,16
332,04851d1017_normalized_img.png,16
333,04851d1018_normalized_img.png,16
334,04851d1019_normalized_img.png,16
335,04851d1020_normalized_img.png,16
336,04851d1021_normalized_img.png,16
337,04851d1022_normalized_img.png,16
338,04851d1024_normalized_img.png,16
339,04907d883_normalized_img.png,17
340,04907d885_normalized_img.png,17
341,04907d886_normalized_img.png,17
342,04907d887_normalized_img.png,17
343,04907d888_normalized_img.png,17
344,04907d232_normalized_img.png,17
345,04907d233_normalized_img.png,17
346,04907d234_normalized_img.png,17
347,04907d235_normalized_img.png,17
348,04907d236_normalized_img.png,17
349,04907d237_normalized_img.png,17
350,04907d238_normalized_img.png,17
351,04907d239_normalized_img.png,17
352,04907d240_normalized_img.png,17
353,04907d241_normalized_img.png,17
354,04907d243_normalized_img.png,17
