,iris_img_path,class_index
0,04560d631_normalized_img.png,0
1,04560d632_normalized_img.png,0
2,04560d633_normalized_img.png,0
3,04560d634_normalized_img.png,0
4,04560d635_normalized_img.png,0
5,04560d636_normalized_img.png,0
6,04560d637_normalized_img.png,0
7,04560d638_normalized_img.png,0
8,04560d639_normalized_img.png,0
9,04560d640_normalized_img.png,0
10,04560d641_normalized_img.png,0
11,04560d642_normalized_img.png,0
12,04560d643_normalized_img.png,0
13,04560d644_normalized_img.png,0
14,04560d645_normalized_img.png,0
15,04560d646_normalized_img.png,0
16,04560d647_normalized_img.png,0
17,04560d648_normalized_img.png,0
18,04560d649_normalized_img.png,0
19,04560d650_normalized_img.png,0
20,04560d651_normalized_img.png,0
21,04560d652_normalized_img.png,0
22,04560d653_normalized_img.png,0
23,04560d654_normalized_img.png,0
24,04560d655_normalized_img.png,0
25,04569d510_normalized_img.png,1
26,04569d511_normalized_img.png,1
27,04569d512_normalized_img.png,1
28,04569d513_normalized_img.png,1
29,04569d514_normalized_img.png,1
30,04569d515_normalized_img.png,1
31,04569d516_normalized_img.png,1
32,04569d517_normalized_img.png,1
33,04569d518_normalized_img.png,1
34,04569d519_normalized_img.png,1
35,04569d520_normalized_img.png,1
36,04569d521_normalized_img.png,1
37,04569d522_normalized_img.png,1
38,04569d523_normalized_img.png,1
39,04569d524_normalized_img.png,1
40,04569d525_normalized_img.png,1
41,04569d526_normalized_img.png,1
42,04569d527_normalized_img.png,1
43,04569d528_normalized_img.png,1
44,04569d529_normalized_img.png,1
45,04569d530_normalized_img.png,1
46,04569d531_normalized_img.png,1
47,04569d532_normalized_img.png,1
48,04569d533_normalized_img.png,1
49,04569d534_normalized_img.png,1
50,04512d1061_normalized_img.png,2
51,04512d1062_normalized_img.png,2
52,04512d1063_normalized_img.png,2
53,04512d1064_normalized_img.png,2
54,04512d1065_normalized_img.png,2
55,04512d1066_normalized_img.png,2
56,04512d1067_normalized_img.png,2
57,04512d1068_normalized_img.png,2
58,04512d1069_normalized_img.png,2
59,04512d1070_normalized_img.png,2
60,04512d1071_normalized_img.png,2
61,04512d1072_normalized_img.png,2
62,04512d1073_normalized_img.png,2
63,04512d1074_normalized_img.png,2
64,04512d1075_normalized_img.png,2
65,04512d1076_normalized_img.png,2
66,04512d1077_normalized_img.png,2
67,04512d1078_normalized_img.png,2
68,04512d1079_normalized_img.png,2
69,04512d1080_normalized_img.png,2
70,04512d1081_normalized_img.png,2
71,04512d1082_normalized_img.png,2
72,04512d1083_normalized_img.png,2
73,04512d1084_normalized_img.png,2
74,04512d1085_normalized_img.png,2
75,04641d255_normalized_img.png,3
76,04641d256_normalized_img.png,3
77,04641d257_normalized_img.png,3
78,04641d258_normalized_img.png,3
79,04641d259_normalized_img.png,3
80,04641d260_normalized_img.png,3
81,04641d261_normalized_img.png,3
82,04641d262_normalized_img.png,3
83,04641d263_normalized_img.png,3
84,04641d264_normalized_img.png,3
85,04641d265_normalized_img.png,3
86,04641d266_normalized_img.png,3
87,04641d267_normalized_img.png,3
88,04641d268_normalized_img.png,3
89,04641d269_normalized_img.png,3
90,04641d270_normalized_img.png,3
91,04641d271_normalized_img.png,3
92,04641d272_normalized_img.png,3
93,04641d273_normalized_img.png,3
94,04641d274_normalized_img.png,3
95,04641d275_normalized_img.png,3
96,04641d276_normalized_img.png,3
97,04641d277_normalized_img.png,3
98,04641d278_normalized_img.png,3
99,04641d279_normalized_img.png,3
100,04395d275_normalized_img.png,4
101,04395d276_normalized_img.png,4
102,04395d277_normalized_img.png,4
103,04395d278_normalized_img.png,4
104,04395d279_normalized_img.png,4
105,04395d280_normalized_img.png,4
106,04395d283_normalized_img.png,4
107,04395d284_normalized_img.png,4
108,04395d285_normalized_img.png,4
109,04395d286_normalized_img.png,4
110,04395d287_normalized_img.png,4
111,04395d288_normalized_img.png,4
112,04395d289_normalized_img.png,4
113,04395d290_normalized_img.png,4
114,04395d291_normalized_img.png,4
115,04395d292_normalized_img.png,4
116,04395d293_normalized_img.png,4
117,04395d294_normalized_img.png,4
118,04395d295_normalized_img.png,4
119,04395d296_normalized_img.png,4
120,04395d297_normalized_img.png,4
121,04395d298_normalized_img.png,4
122,04395d299_normalized_img.png,4
123,04395d300_normalized_img.png,4
124,04395d302_normalized_img.png,4
125,04394d1000_normalized_img.png,5
126,04394d1001_normalized_img.png,5
127,04394d1002_normalized_img.png,5
128,04394d1003_normalized_img.png,5
129,04394d1004_normalized_img.png,5
130,04394d1005_normalized_img.png,5
131,04394d1006_normalized_img.png,5
132,04394d1007_normalized_img.png,5
133,04394d1008_normalized_img.png,5
134,04394d1009_normalized_img.png,5
